id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
31985844,"Sunset Hill ""Birdhouse"" - 2 bed & patio views",3031025,Andy,Sunset Hill,47.67348,-122.40336,Entire home/apt,128,3,125,2.04,1,285,37
32049112,Emerson Triplex,113716480,Waunda,North Queen Anne,47.65269,-122.37033,Entire home/apt,100,30,73,1.12,1,316,0
32064854,Charming apartment in Queen Anne North,128323587,Yulia,North Queen Anne,47.64633,-122.3624,Entire home/apt,105,2,127,1.95,1,14,5
32067665,Blue Heron Guesthouse,1640101,Janice,Alki,47.56657,-122.40702,Entire home/apt,142,3,77,1.29,1,72,12
32089743,Lake Shore Seattle,78475236,Charles,Matthews Beach,47.69949,-122.27278,Entire home/apt,80,60,1,0.03,1,204,0
32103231,Secret Garden Suite in Blue Ridge,187982569,Joyce,Crown Hill,47.70412,-122.37346,Entire home/apt,86,2,178,2.74,1,209,36
32169794,Heart of Seattle with Stunning Space Needle Views,7593634,Dustin,Belltown,47.61756134,-122.3463593,Entire home/apt,127,4,88,1.37,1,115,15
32195610,Pigeon Point #1 Cute and cozy. 10 mins to DT Sea.,241584087,Brian And Anh,North Delridge,47.56799,-122.36059,Entire home/apt,176,2,329,5.03,3,38,49
32269368,Private Room #4 amongst Seattle's finest amenities,56004960,Andrew,Wallingford,47.66603,-122.33402,Private room,78,30,37,0.58,13,142,1
32410643,Studio Apt @ The Purple Place on 18th,198522296,David,Minor,47.61121,-122.30854,Entire home/apt,132,3,104,1.62,2,85,26
32438199,Twin Bed in Shared Dorm @ Green Tortoise Hostel,31751507,Rex,Central Business District,47.60996,-122.339,Shared room,35,1,695,16.83,4,347,197
32454401,Lower Queen Anne Old World Landing Pad Oasis,31245355,Kiela,Lower Queen Anne,47.62481,-122.36346,Private room,75,30,6,0.1,1,89,0
32474278,Blue Haven- Water Front Condo,243983185,Bindu,Pike-Market,47.60982,-122.34418,Entire home/apt,504,3,182,2.83,1,131,25
32526287,The Broadway Apartment Near Downtown/Capitol Hill,4730169,Magic,Yesler Terrace,47.60583,-122.31993,Entire home/apt,133,1,279,4.31,14,213,25
32590821,Backyard Apartment Overlooking Ravenna Park,238167649,Nahele,Ravenna,47.67204,-122.31016,Entire home/apt,105,2,73,1.15,2,66,19
32595122,"Sparkling Clean Twnhse, Prvt Rooftop, Free Parking",17986403,Blair,Broadway,47.61543,-122.31369,Entire home/apt,393,3,290,4.57,1,197,63
32609678,Whole House - Arboretum Park,9510212,Chris,Stevens,47.62465,-122.29546,Entire home/apt,,90,3,0.2,1,50,2
32611866,Henry's Hideaway-Cozy Farmhouse Styled Guest Suite,50412282,Kelly & Will,Whittier Heights,47.68221925,-122.3762413,Entire home/apt,188,2,189,3.08,2,298,26
32619057,Your Private Condo in the Heart of Seattle,40235104,Robert,Belltown,47.61788,-122.34722,Entire home/apt,104,30,28,0.47,1,209,0
32645076,Montlake's Underground Flamingo,7533180,Simon,Montlake,47.64298,-122.30122,Entire home/apt,100,30,27,0.44,1,131,2
32680074,Walk to UW & U Village /View/Bright/Serene #E,3074414,Melissa,University District,47.66473,-122.30485,Entire home/apt,117,30,5,0.08,132,251,1
32747568,Spacious SEAVIEW SUITE at Luxury Estate,54660,Dennis,North Beach/Blue Ridge,47.70692,-122.37849,Entire home/apt,152,1,407,6.31,4,240,69
32793488,Stylish Cherry-Street Townhome w/ outdoor deck,36397791,Brennen,Mann,47.60719,-122.29959,Entire home/apt,225,2,122,1.94,1,311,19
32817061,"Beautiful Craftsman, peaceful Bryant Neighborhood",89038794,Mike,Bryant,47.6676,-122.2894,Entire home/apt,125,30,27,0.44,1,296,8
32879656,Seattle Suite: Walk to everywhere in Downtown,247372730,Alex,Belltown,47.61409871,-122.3465484,Entire home/apt,175,2,122,6.78,1,29,82
32902443,Luxury 1BD Suite Waterfront,247549339,Lindsay,Pike-Market,47.60954,-122.34257,Entire home/apt,234,2,38,0.66,1,9,12
32922639,"Seattle Vacation Home: The Market - Modern 2 bed craftsman, great location",54812088,Seattle Vacation Home,Mann,47.61649,-122.29719,Entire home/apt,223,30,100,1.6,39,343,13
32922642,"Seattle Vacation Home: Bravo House - Luxury 3 bed/2.5bath, great location",54812088,Seattle Vacation Home,Mann,47.6195,-122.29991,Entire home/apt,521,30,34,0.55,39,365,0
32944774,Paris sky calm room,30559,Angielena,Georgetown,47.54948,-122.31804,Private room,63,2,81,1.31,10,345,16
32961595,Luxury Views- Modern Amenities,83196787,Greg And Lori,Fauntleroy,47.52965,-122.38871,Entire home/apt,500,3,21,0.34,1,272,3
32963775,Stunning Penthouse view Space Needle & Lake Union,248084367,Frank,East Queen Anne,47.63072,-122.34463,Entire home/apt,300,2,140,2.25,1,332,18
32967408,"West Seattle Home-Extended Stay,Free Parking,W/D!",181358648,Max & Melissa,North Delridge,47.56028,-122.36285,Entire home/apt,165,30,89,1.43,2,151,2
32993666,Downtown Waterfront Pike Place Luxury Apartment,246852381,Robert,Central Business District,47.60661,-122.33937,Entire home/apt,313,1,427,6.66,1,137,107
33020993,"SPACIOUS HOME in Quiet Neighborhood, Pet Friendly!",1281652,Daniel,Southeast Magnolia,47.64042,-122.38804,Entire home/apt,599,6,21,0.34,1,102,2
33079261,Stately Queen Anne House with Bonus Guest Suite,204886779,Jennifer,West Queen Anne,47.6378,-122.36593,Entire home/apt,412,2,155,2.47,6,41,31
33079505,Charming City Quarters with Balcony Views,183583319,Alex,Central Business District,47.60787282,-122.337818,Entire home/apt,192,2,372,5.86,3,170,61
33120365,"Large 2b1b near UW, Green Lake, U Village",15448957,Libby,University District,47.67063,-122.30797,Entire home/apt,163,1,151,2.47,1,174,50
33149601,The Guthman Apartment Near Downtown/Capitol Hill,4730169,Magic,Yesler Terrace,47.60416,-122.32059,Entire home/apt,127,30,170,2.69,14,205,12
33172197,Dwntn SEA- Firsthill/Caphill w/prking Finan. Dist.,88239283,Mo,First Hill,47.61164,-122.32856,Entire home/apt,309,3,196,3.12,2,120,29
33200897,"Seattle Charm Near Downtown, Cruise Terminal",4719178,Liz,Interbay,47.63278,-122.39187,Entire home/apt,145,3,156,2.51,1,53,33
33219833,Central & Modern Studio in South Capitol Hill,250118922,Ella,Atlantic,47.60123,-122.31594,Entire home/apt,180,30,38,0.6,1,89,0
33224279,"Charming Garden House Bedroom, South Capitol Hill",15502197,Kimberley,Minor,47.6035,-122.31331,Private room,87,3,22,0.35,10,112,7
33225888,Stylish Magnolia Home with Backyard and Nearby Bus,250175998,Holly And Matt,Southeast Magnolia,47.64483,-122.38391,Entire home/apt,185,1,645,10.07,2,339,120
33246518,Sweet Suite Seattle,13774169,Peach,Seward Park,47.55641,-122.26317,Entire home/apt,199,3,47,0.87,1,122,16
33250388,"Modern, Tranquil Guest Room close to Downtown",49112899,Supriya,North Admiral,47.57776,-122.37382,Entire home/apt,82,2,185,2.91,2,21,30
33252187,Spacious Garden Apartment,593515,Sarah,Broadway,47.62817,-122.31764,Entire home/apt,137,1,205,3.44,1,44,47
33270711,Cute Studio and Breakfast with Yard and Nearby Bus,250175998,Holly And Matt,Southeast Magnolia,47.64518,-122.38593,Entire home/apt,102,1,685,10.69,2,351,128
33276085,NEW! Queen Anne Cottage with Sky Deck near Amazon!,173100599,Don,North Queen Anne,47.65196,-122.37215,Entire home/apt,299,7,84,1.35,6,174,18
33286578,Stylish Flat in Iconic West Seattle,54521468,Rebecca,Genesee,47.56762,-122.37867,Entire home/apt,175,2,115,1.82,2,114,13
33295396,Coastal Room @ Judkins Park Inn - Next to Downtown,130470547,Ben,Atlantic,47.59228,-122.30189,Private room,82,1,171,6.94,3,277,88
33350586,Cozy affordable studio perfect to explore Seattle!,280827,Daniel,South Delridge,47.52108,-122.36023,Entire home/apt,109,1,153,2.46,1,129,42
33395033,Hitt's Hill Guesthouse: Next Level Luxury,110154,Norea,Columbia City,47.5537,-122.2826,Entire home/apt,208,2,132,2.26,1,243,37
33406731,Spacious Bryant Retreat,103482739,Nate,Ravenna,47.67434,-122.29607,Entire home/apt,170,2,105,1.68,1,38,8
33531706,Private bedroom in North Seattle,38082225,Cecilia,Haller Lake,47.73401,-122.33762,Private room,52,21,17,0.31,3,306,2
33619584,Cottage Travelling Nurse close to all hospitals,28379912,Daniel James Rogers,Eastlake,47.64475632,-122.3256607,Entire home/apt,82,30,13,0.25,11,112,3
33690503,Captivating One Bedroom Condo.,86157147,Lyle,Belltown,47.61671,-122.3453,Entire home/apt,172,3,265,4.2,16,118,57
33692462,Super Location Private Room in Zen City House,15502197,Kimberley,Minor,47.60342,-122.31155,Private room,138,1,20,0.34,10,66,4
33717119,Queen Anne private studio - modern craftsman charm,29688752,Tim,West Queen Anne,47.63676,-122.35967,Entire home/apt,194,2,132,2.14,1,139,19
33717205,NO CLEAN FEE 15 min Downtown Updated Cozy Bedroom,85038298,Kathleen,Pinehurst,47.72111,-122.31666,Private room,88,3,156,2.46,2,360,11
33738155,Exquisite Home in the Center of Seattle,7321624,Carlos A.,Belltown,47.61537,-122.34137,Entire home/apt,166,2,307,4.94,2,174,54
33776522,Entire Townhome with Parking near University of WA,253907249,Jay,Ravenna,47.68234,-122.30173,Entire home/apt,173,1,119,1.91,1,20,23
33800373,Reservoir Park in Maple Leaf,82931049,Allison,Maple Leaf,47.69112,-122.31859,Entire home/apt,,3,80,1.27,1,1,6
33803288,Contemporary Comfort in Prime U-District Location,16719911,Jingjing,University District,47.66789,-122.32078,Entire home/apt,129,5,110,1.77,1,41,20
33856812,No Clean Fee 15 min Downtown Light Corner Bedroom,85038298,Kathleen,Pinehurst,47.72187,-122.31871,Private room,86,3,147,2.33,2,347,11
33877230,Cozy 1 Bedroom Apt Near Children’s Hospital and UW,123282042,Katya,Laurelhurst,47.65696,-122.27745,Entire home/apt,168,1,113,1.82,1,176,26
33878810,"Cozy, family-friendly 3 BR unit in NE Seattle",103364909,Hadi,Olympic Hills,47.72579,-122.29772,Entire home/apt,129,4,70,1.13,1,50,8
33961254,Relax in Capitol Hill with amazing rooftop views.,254786010,Alex,Broadway,47.62592,-122.31869,Entire home/apt,229,2,119,2.01,1,47,14
33988269,Elegant Top Floor Apartment with View and Parking,253535695,Alex,North Queen Anne,47.65041,-122.37447,Entire home/apt,195,4,129,2.09,2,301,39
34017801,Cozy 1 BR Condo on Seattle Waterfront at Pier 62,152646541,Susan,Pike-Market,47.60968,-122.34304,Entire home/apt,233,3,8,5.11,1,172,8
34066096,2 miles from AMAZON on Queen Anne / PETS ALLOWED,173100599,Don,West Queen Anne,47.63939,-122.36227,Entire home/apt,249,7,72,1.17,6,109,15
34069890,Charming & Spacious Guest Suite in NW Seattle,2370047,Susie,Broadview,47.71767,-122.36362,Entire home/apt,85,5,55,0.99,1,26,10
34097274,"Grand Lake View, Free Parking, Long Term Discount!",9423452,Daniel,Westlake,47.6372261,-122.343895,Entire home/apt,145,5,42,0.71,3,212,21
34162981,"Private, Spacious, Pet Friendly w/ Parking",129299910,Amina,North College Park,47.70399,-122.33655,Entire home/apt,154,1,342,5.65,1,54,111
34237562,Short walk to UW Clean Remodeled  (6),3074414,Melissa,University District,47.65859,-122.31813,Entire home/apt,114,30,17,0.27,132,38,2
34259570,Cozy home nearby most attractions Seattle center,257232141,Yaru,Belltown,47.61396,-122.34786,Entire home/apt,291,1,221,3.58,1,118,69
34264537,1 block to Green Lake Quiet &  Super convenient 10,3074414,Melissa,Green Lake,47.67828,-122.32313,Entire home/apt,126,30,28,0.45,132,333,0
34283658,Ballard's Tiny Herb Garden,33692214,Sean,Crown Hill,47.6924,-122.38132,Entire home/apt,89,1,96,1.56,2,77,41
34287681,Downtown Seattle with a mid-century modern vibe!,258872227,Alyssa,First Hill,47.61214,-122.3298,Entire home/apt,216,5,18,0.31,1,113,15
34311900,"Traveling Nurse, Freddie Mercury room (COR) स्वागत हे",85076667,Sabrina & Perry,Fremont,47.66188,-122.35197,Private room,126,30,15,0.25,12,317,1
34397966,[AC included] HIGH RISE Bedroom + Private Bathroom,4460223,Shane,First Hill,47.60949,-122.32347,Private room,148,1,68,1.09,2,173,24
34403379,2 bedroom apt short walk Light Rail and UW  (28),3074414,Melissa,University District,47.658066,-122.317108,Entire home/apt,145,30,10,0.17,132,183,0
34409642,Craftsman with Breathtaking View of Seattle,229088971,Eza,Rainier Beach,47.50976,-122.2562,Entire home/apt,337,2,42,0.69,1,148,18
34448530,Montlake Tudor 3 blocks from UW Light Rail Station,244212300,Debbie,Montlake,47.64386,-122.30416,Private room,104,2,147,2.36,2,87,31
34504826,Private Cottage in urban oasis,2434555,Mary Jo,Mann,47.60696,-122.29886,Entire home/apt,211,3,72,1.18,1,49,14
34505467,Gabbie's Garden Getaway for 1 or 2,27267565,Gabrielle,Phinney Ridge,47.67513,-122.35753,Entire home/apt,272,2,113,1.85,1,234,24
34512007,1 BR Seattle Luxury Mother-in-Law home w/Lake View,250707031,Scott,Mount Baker,47.58926,-122.29008,Entire home/apt,138,10,23,0.39,2,291,2
34535666,Striking Studio with Lake Washington Views;,250707031,Scott,Mount Baker,47.58815,-122.29156,Entire home/apt,130,30,51,0.83,2,236,3
34546567,Cute Studio Near Capitol Hill Station,237413517,Sherly,Broadway,47.61935,-122.32218,Entire home/apt,155,1,292,4.68,2,333,94
34571618,Walkable-Spacious & Cozy+ Off street parking spot!,16708587,Jill,West Queen Anne,47.63207,-122.36775,Entire home/apt,226,2,114,1.85,5,212,40
34575757,Stylish Modern Comfort Oasis in the City,15502197,Kimberley,Minor,47.60419846,-122.3126068,Entire home/apt,218,1,15,0.25,10,120,4
34623511,"Steps to UW, Top floor clean and breezy (16)",3074414,Melissa,University District,47.65786,-122.31785,Entire home/apt,115,30,12,0.2,132,63,0
34664482,Acclaimed 4BR Modern Eclectic | Great Patio & Yard,33745235,Zia,Meadowbrook,47.70175,-122.29217,Entire home/apt,436,1,46,0.75,2,331,17
34690515,"A Cozy Light-Filled Retreat in Queen Anne, Seattle",261689152,Kirsty,East Queen Anne,47.63489,-122.35395,Entire home/apt,95,1,279,4.51,1,77,73
34693229,Capitol Hill Ultra Stylish Huge Room: Guest Suite,15502197,Kimberley,Minor,47.60499078,-122.313842,Private room,116,1,18,0.29,10,206,2
34753043,South Orcas Studio,91194968,Loren,Columbia City,47.55195,-122.27561,Entire home/apt,86,2,17,3.59,1,174,17
34756492,A Cozy Oasis,211011898,Marianne,North Queen Anne,47.6457,-122.37342,Entire home/apt,128,2,101,1.7,1,85,25
34758003,Beautiful modern 3BR/3BA townhome in historic CD,487344448,Ricardo,Minor,47.60651,-122.30384,Entire home/apt,228,3,171,2.77,19,125,64
34779314,EPIC VIEW Mid-Century Modern Queen Anne Sanctuary,75319165,Rachel,North Queen Anne,47.6488,-122.37159,Entire home/apt,625,4,20,0.55,1,202,5
34817437,Bridge & Mountain View Abode,20959955,Joshua,Fremont,47.66186,-122.35474,Entire home/apt,145,30,0,,1,301,0
34841878,Awesome Location: Capitol Hill Modern Comfort,15502197,Kimberley,Minor,47.60346203,-122.3120741,Private room,152,1,14,0.23,10,206,1
34845472,Modern Studio in the Heart of the City Ii,25061321,Alex & Jose,Belltown,47.61412,-122.3472,Entire home/apt,208,2,453,7.32,6,197,75
34859541,West Seattle Garden Home,3188163,Giovannina,Arbor Heights,47.51227,-122.3852,Entire home/apt,177,30,7,0.12,1,236,2
34879512,"Steps to UW, Quiet Top Wood Floor (17)",3074414,Melissa,University District,47.65929,-122.31605,Entire home/apt,114,30,3,0.06,132,171,0
34891924,"Mountain View, Garden Hang By LightRail & Downtown",217792435,Patrick,South Beacon Hill,47.527325,-122.286911,Entire home/apt,276,2,79,1.28,1,44,15
34907038,Charming Green Lake Get-away (w/Office & AC),1526315,Bryan,Green Lake,47.68930817,-122.3414688,Entire home/apt,188,1,130,2.67,3,72,53
34912079,PRIVATE COTTAGE/ QUEEN ANNE /SEATTLE /PETS OK,173100599,Don,West Queen Anne,47.63808,-122.36023,Entire home/apt,109,30,32,0.53,6,313,5
34924092,"Capitol Hill  SFR 
5 Bedrooms 3 Baths 
Pool Table",67763902,Bruce,Stevens,47.62893,-122.30971,Entire home/apt,597,2,101,1.7,1,68,33
34973893,NEW! Elliot Bay/Olympic Mountains View,141450116,Jessie,West Queen Anne,47.63219192,-122.3669413,Entire home/apt,800,6,0,,1,358,0
34976195,स्वागत  인실을위 Prince room (Close to Amazon),85076667,Sabrina & Perry,Wallingford,47.66058,-122.34172,Private room,69,30,14,0.23,12,318,1
34978518,Private cabin feel in the midst of Seattle,263536057,Nathaniel,West Queen Anne,47.62807,-122.36949,Entire home/apt,241,1,225,3.66,1,285,50
34982508,"Traveling Nurses, Beyoncé  D. Va room 인실을위 Fremont",85076667,Sabrina & Perry,Wallingford,47.66043,-122.34157,Private room,99,30,27,0.44,12,297,1
34983149,"Centrally located charmer, with parking spot!",68756306,Justin,Mann,47.60723,-122.29755,Entire home/apt,125,2,360,5.85,1,90,62
35002263,Peaceful Cozy Room Near Park & Ballard Locks,20822998,Karen,Lawton Park,47.65431,-122.39766,Private room,104,3,166,2.82,1,38,19
35007118,Luxury Carriage House with Sound and Mountain View,20272449,Amanda,Arbor Heights,47.50869,-122.38633,Entire home/apt,149,30,15,0.26,1,364,0
35042947,Private Suite in a Modern Townhome,51073671,Sonia,North Delridge,47.55655,-122.36196,Private room,70,1,201,3.26,1,61,56
35063529,Uptown Nook,19021868,Mark,Lower Queen Anne,47.62522,-122.35461,Entire home/apt,195,30,5,0.08,1,143,0
35125287,Private room blocks from Othello Light Rail Train.,145720154,Chima,Brighton,47.53958,-122.27657,Private room,,1,19,0.36,13,0,5
35162444,Cute SHARED house 1bd rm in 2bd house by rail,862329,Prez & 'Keia,Brighton,47.54465,-122.28459,Private room,59,30,5,0.08,1,365,2
35162967,Seattle Retreat w/Panoramic Lake and Mt Views,264641633,Mariko,Mount Baker,47.58802,-122.28697,Entire home/apt,620,5,67,1.09,6,166,12
35188070,NEW Beautiful Suite Next to Vibrant Green Lake,25068452,Sharon,Green Lake,47.68519,-122.34016,Entire home/apt,350,3,54,0.91,1,142,17
35204718,Classic Green Lake Top Floor Apartment,24485668,Eddie,Wallingford,47.66936,-122.32788,Entire home/apt,134,1,103,1.67,2,52,20
35265089,Home w/ incredible view of the Space Needle & Lake,123604493,Brian,East Queen Anne,47.6354,-122.34694,Entire home/apt,188,4,33,0.59,2,12,4
35286216,A Lovely Space Above Pike Place,16587333,Rob And Jessica,Pike-Market,47.60773,-122.33987,Entire home/apt,266,7,85,1.42,2,325,15
35339569,West Seattle charmer with mountain and sound views,42249183,Amanda,Seaview,47.55067893,-122.3933825,Entire home/apt,105,21,42,0.9,2,187,5
35340461,"Luxe, quiet, no shared walls, 3 true beds, near UW",17932360,Kristi,Windermere,47.66719,-122.27193,Entire home/apt,262,3,183,3.14,1,15,26
35350514,Secluded Discovery Park Guesthouse,26554998,Vanessa,Lawton Park,47.66928,-122.41324,Entire home/apt,,4,58,0.95,1,0,9
35360181,"Seattle Vacation Home: Capitol Hill - 3 bed/2.5 bath, great location",54812088,Seattle Vacation Home,Minor,47.61525,-122.3105,Entire home/apt,400,30,109,1.82,39,334,13
35360184,Seattle Vacation Home: Roy Street Cottage - 3 bedroom single family home w/ yard,54812088,Seattle Vacation Home,Stevens,47.62604,-122.29774,Entire home/apt,264,1,59,0.98,39,305,16
35381715,Alise Loft Near downtown/Capitol hill,4730169,Magic,Yesler Terrace,47.60589,-122.31916,Entire home/apt,132,1,110,1.8,14,221,11
35522201,Green Lake 2 bedroom updated condo.,79402947,The Turtle House,Green Lake,47.67904,-122.32385,Entire home/apt,157,30,18,0.3,1,321,0
35544099,Constantine's Cottage - West Seattle at its Best,267415666,Christopher David,South Delridge,47.53295,-122.35659,Entire home/apt,250,30,13,0.21,1,83,0
35546534,URBAN RETREAT NEAR DOWNTOWN SEATTLE,55584831,Esther,North Admiral,47.57115,-122.37584,Entire home/apt,145,3,88,1.45,1,225,15
35601606,Maple Leaf Room-One of Seattle's best locations,267840066,Mark,Maple Leaf,47.6944,-122.32067,Private room,35,30,24,0.4,1,331,3
